[2025-02-02T22:43:32.838+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-02T22:43:32.857+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:43:26.638240+00:00 [queued]>
[2025-02-02T22:43:32.874+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:43:26.638240+00:00 [queued]>
[2025-02-02T22:43:32.875+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-02-02T22:43:32.900+0000] {taskinstance.py:2889} INFO - Executing <Task(BranchPythonOperator): verify_file_reliability> on 2025-02-02 22:43:26.638240+00:00
[2025-02-02T22:43:32.905+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4084) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-02-02T22:43:32.907+0000] {standard_task_runner.py:72} INFO - Started process 4093 to run task
[2025-02-02T22:43:32.907+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'directory_and_file_verification_dag', 'verify_file_reliability', 'manual__2025-02-02T22:43:26.638240+00:00', '--job-id', '362', '--raw', '--subdir', 'DAGS_FOLDER/my_directory_and_file_checker.py', '--cfg-path', '/tmp/tmpyaw3d239']
[2025-02-02T22:43:32.909+0000] {standard_task_runner.py:105} INFO - Job 362: Subtask verify_file_reliability
[2025-02-02T22:43:33.170+0000] {task_command.py:467} INFO - Running <TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:43:26.638240+00:00 [running]> on host 003b7fbea265
[2025-02-02T22:43:33.264+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='directory_and_file_verification_dag' AIRFLOW_CTX_TASK_ID='verify_file_reliability' AIRFLOW_CTX_EXECUTION_DATE='2025-02-02T22:43:26.638240+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-02-02T22:43:26.638240+00:00'
[2025-02-02T22:43:33.265+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2025-02-02T22:43:33.265+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2025-02-02T22:43:33.266+0000] {logging_mixin.py:190} INFO - Current task name:verify_file_reliability state:running start_date:2025-02-02 22:43:32.859336+00:00
[2025-02-02T22:43:33.266+0000] {logging_mixin.py:190} INFO - Dag name:directory_and_file_verification_dag and current dag run status:running
[2025-02-02T22:43:33.267+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-02T22:43:33.267+0000] {baseoperator.py:421} WARNING - BranchPythonOperator.execute cannot be called outside TaskInstance!
[2025-02-02T22:43:33.284+0000] {my_directory_and_file_checker.py:57} ERROR - ❌ Erreur d'encodage (utf-8) pour Écritures.csv: 'utf-8' codec can't decode byte 0xb0 in position 1: invalid start byte
[2025-02-02T22:43:33.351+0000] {logging_mixin.py:190} INFO - 
📂 Contenu du fichier (ISO-8859-1): Écritures.csv
[2025-02-02T22:43:36.913+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.913+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.914+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.915+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.915+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.916+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.916+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.917+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.918+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.918+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.919+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.919+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.920+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.920+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.921+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.922+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.922+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.923+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.923+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.924+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.925+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.925+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.926+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.927+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.927+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.928+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.928+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.929+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.929+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.930+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.931+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.931+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.932+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.933+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.933+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.934+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.935+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.935+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.936+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.937+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.937+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.938+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.938+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.939+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.940+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.940+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.941+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.942+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.943+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.943+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.944+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.945+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.945+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.946+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.946+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.947+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.948+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.948+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.949+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.950+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.951+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.952+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.952+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.953+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.954+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.954+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.955+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.955+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.956+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.957+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.958+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.958+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.959+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.960+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.960+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.961+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.962+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.963+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.963+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.964+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.965+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.966+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.966+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.967+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.968+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.969+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.969+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.970+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.971+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.972+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.973+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.974+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.975+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.976+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.976+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.977+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.978+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.979+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.979+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.981+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.982+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.983+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.984+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.984+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-08-01
[2025-02-02T22:43:36.986+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.986+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.988+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.989+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.989+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.990+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.991+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.992+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.993+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.994+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.994+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.995+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.996+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.997+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.998+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.998+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:36.999+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.000+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.001+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.002+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.002+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.003+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.004+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.005+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.006+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.007+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.008+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.009+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.009+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.010+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.011+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.011+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.012+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.013+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.013+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.014+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-15
[2025-02-02T22:43:37.014+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-10-04
[2025-02-02T22:43:37.015+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-26
[2025-02-02T22:43:37.016+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-09-26
[2025-02-02T22:43:37.016+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-16
[2025-02-02T22:43:37.017+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-16
[2025-02-02T22:43:37.017+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-02-08
[2025-02-02T22:43:37.018+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-06-12
[2025-02-02T22:43:37.018+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-06-12
[2025-02-02T22:43:37.019+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-06-12
[2025-02-02T22:43:37.019+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-06-12
[2025-02-02T22:43:37.020+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-06-12
[2025-02-02T22:43:37.021+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-06-12
[2025-02-02T22:43:37.022+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.023+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.023+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.024+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.024+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.025+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.026+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.026+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.027+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-16
[2025-02-02T22:43:37.027+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-06
[2025-02-02T22:43:37.028+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-06
[2025-02-02T22:43:37.029+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-06
[2025-02-02T22:43:37.029+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-05-06
[2025-02-02T22:43:37.030+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-30
[2025-02-02T22:43:37.031+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-24
[2025-02-02T22:43:37.031+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-24
[2025-02-02T22:43:37.032+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-24
[2025-02-02T22:43:37.032+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-24
[2025-02-02T22:43:37.033+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-24
[2025-02-02T22:43:37.033+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-24
[2025-02-02T22:43:37.034+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-19
[2025-02-02T22:43:37.035+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-19
[2025-02-02T22:43:37.036+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-19
[2025-02-02T22:43:37.037+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-04-19
[2025-02-02T22:43:37.037+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-12
[2025-02-02T22:43:37.038+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-12
[2025-02-02T22:43:37.039+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-12
[2025-02-02T22:43:37.039+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.040+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.041+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.042+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.043+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.043+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.044+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.045+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.046+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.047+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.047+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-03-14
[2025-02-02T22:43:37.048+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-11
[2025-02-02T22:43:37.048+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-11
[2025-02-02T22:43:37.050+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-07
[2025-02-02T22:43:37.050+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-07
[2025-02-02T22:43:37.051+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-07
[2025-02-02T22:43:37.052+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-07
[2025-02-02T22:43:37.052+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-08
[2025-02-02T22:43:37.053+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-08
[2025-02-02T22:43:37.054+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-06
[2025-02-02T22:43:37.054+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-06
[2025-02-02T22:43:37.055+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-06
[2025-02-02T22:43:37.056+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-06
[2025-02-02T22:43:37.057+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.058+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.058+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.059+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.059+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.060+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.061+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.061+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.062+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.063+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.064+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.064+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.065+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.065+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.066+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.066+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.067+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.067+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.068+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.068+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.069+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.069+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.070+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.071+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.071+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.072+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.072+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.073+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.073+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.074+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.074+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.075+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.075+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.075+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.076+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.076+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.077+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.077+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
[2025-02-02T22:43:37.078+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-11-13
